Firm,year,CASH_ASSET,SIZE,MTB,LEV,DIV,CFO,VOL,RD,LIQ,CAPEX,TANG,AGE,SG
LIVN,2017,0.038186566,7.825601201,1.816242816,0.058306052,0,0.089143657,0.00630016,0.108332008,0.147061913,0.023699514,0.118043078,25,-0.166112404
SHASF,2017,0.014744278,6.10078297,0.888188845,0.520901734,0,0.019036008,0.022121781,0,-0.451158319,0.018339022,0.791677405,11,4.508994958
CRY,2017,0.069108841,6.379602062,1.706750207,0.383908237,0,0.036342639,0.045714872,0.102049271,0.162096209,0.049332449,0.157870282,25,0.057223639
UEIC,2017,0.11067666,6.410881869,1.675002054,0.226813274,0,0.097095804,0.010177822,0.030779402,0.011542823,0.029618855,0.318570748,25,0.068193088
AGN,2017,0.054497181,10.91680745,0.874285574,0.254139067,1,0.061924813,0.004473624,0.222850941,-0.04158037,0.065500047,0.029508345,25,0.094031817
AMMA,2017,0.035674013,2.277779974,1.671971297,0.03075346,0,-0.671963096,0.275941171,0,-0.133264992,0.114505382,0.043259867,2,4.508994958
EVBG,2017,0.617389907,5.465580276,4.324591287,0.378494414,0,-0.033661431,0.003670422,0.213134391,-0.209210153,0.042129663,0.030692052,5,0.357936653
TTD,2017,0.195631012,6.681060429,3.080700998,0.033870069,0,0.096046736,0.012734408,0,0.1145699,0.018858102,0.033001992,3,0.518864019
RELV,2017,0.155295122,3.048134952,0.73598643,0.14447713,0,0.033972291,0.009952922,0.011677714,-0.053852723,0.064291137,0.904108939,26,-0.081822776
ELF,2017,0.024108196,6.033671183,3.02803295,0.374715994,0,0.114875229,0.009829391,0,0.149130964,0.064187861,0.085151614,3,0.175639356
APTI,2017,0.635941789,5.45639319,4.851628211,0.000641645,0,-0.085967616,0.019668881,0.215097682,-0.281586845,0.036473697,0.138146689,4,0.174068469
INTU,2017,0.19100295,8.310906757,8.979792818,0.119960669,1,0.35942817,0.037263697,0.192775739,-0.321042281,0.102015733,0.594641101,25,0.102897316
DEST,2017,0.010056464,5.09118249,1.018104587,0.225049513,0,0.035256055,0.050651842,0,0.086602453,0.007823744,1.009767379,26,-0.065151176
ALG,2017,0.039665703,6.460953982,2.333083069,0.093926409,1,0.171986849,0.004811301,0.010794844,0.415512037,0.061315895,0.37550397,25,0.080061746
CHS,2017,0.202399768,6.99173331,1.430222572,0.063075289,1,0.221927998,0.022132869,0,0.025216876,0.095720413,1.215931335,26,-0.078351727
ASIX,2017,0.052778608,6.956806361,1.862722309,0.253091098,0,0.190229407,0.073814855,0.008753425,0.033845454,0.106953043,1.345014729,6,0.238073257
DZSI,2017,0.187900231,5.069702626,1.494721826,0.185870405,0,0.028524386,0.063472159,0.143403449,0.203522972,0.050676504,0.210253445,2,0.644094635
COUP,2017,0.721290942,6.349925395,3.618191353,0.284758494,0,-0.063165342,0.031268679,0.238440947,-0.135601363,0.022290156,0.033499869,3,0.396225005
OBLN,2017,0.807514093,3.97219576,2.51727105,0.186851472,0,-0.605657144,0.2549119,1.073935848,-0.05001789,0.024293328,0.051995254,3,1.921898025
MRAM,2017,0.411934981,3.447985543,3.711565989,0.386964405,0,-0.604924134,0.177192954,0.707841719,0.0665776,0.140216942,0.423768171,3,0.326345316
POLA,2017,0.579065405,3.19965223,2.138208694,0.009664003,0,-0.022263905,0.21789865,0.092586171,0.322826619,0.024384277,0.07743435,3,-0.367615455
FOSL,2017,0.139440367,7.413591677,0.880499134,0.268990311,0,0.067533702,0.029691073,0.015350609,0.332046127,0.026542296,0.39294923,25,-0.083555885
SANM,2017,0.10569863,8.255143258,1.186420673,0.124725169,0,0.090894984,0.000648256,0.004908701,0.15427346,0.047351914,0.56581352,25,0.05977892
AGU,2017,0.032549326,9.794899612,1.544425928,0.294002898,1,0.088284472,0.007146122,0,0.03801137,0.039070338,0.571842604,24,0.007391145
ATR,2017,0.227112874,8.051284526,2.282936953,0.400696598,1,0.154221892,0.020126045,0.027619353,0.136937297,0.160338553,0.854007699,25,0.059353461
ORLY,2017,0.006121065,8.932197325,3.591819221,0.393348552,0,0.257748896,0.006114904,0,-0.03909753,0.078466326,0.685580275,25,0.044760352
RCL,2017,0.005387078,10.01217679,1.66130445,0.338147821,1,0.119497225,0.009097926,0,-0.182422415,0.026394404,1.245949993,25,0.032853997
POL,2017,0.090045466,7.902968091,2.079603002,0.483865006,1,0.143976638,0.005325026,0.01613053,0.09329834,-0.029349795,0.510923003,25,-0.032906162
GILT,2017,0.223799183,5.957959469,1.530139845,0.044105786,0,0.063210279,0.01911533,0.099074821,0.032242387,-0.061806525,0.476573083,25,0.011464813
NTZ,2017,0.17321264,5.945462493,0.894757811,0.142863126,0,-0.013894706,0.042947784,0.010027901,0.000452861,0.158920045,1.131593965,25,0.120292835
AZN,2017,0.071881807,10.91680745,2.150926099,0.28107144,1,0.080247498,0.008701656,0.254768332,-0.122912523,0.05747072,0.231066705,25,-0.034646275
PGSVY,2017,0.027025938,7.817142235,0.923412631,0.48872241,0,0.150636378,0.027898382,0.020982356,0.005397132,0.110600934,1.369502175,26,0.097474814
TWI,2017,0.120891054,7.162484315,1.348260461,0.349444079,1,0.046920732,0.01264868,0.007013306,0.19712087,0.065409825,0.801081612,25,0.160747121
PERY,2017,0.077753003,6.452304442,1.024209335,0.14927416,0,0.093905027,0.002273914,0,0.315613361,0.032072247,0.279876435,25,0.01598795
CDW,2017,0.020728517,8.847446128,2.387038208,0.465241641,1,0.162953167,0.00521688,0,0.103398212,0.039645804,0.052166288,25,0.086511847
RIG,2017,0.153279786,10.01726257,0.619429324,0.330031236,0,0.063721553,0.010481852,0,-0.008835341,-0.171664436,1.012628291,25,-0.285508291
FTK,2017,0.013895625,5.798753203,0.998721687,0.084725725,0,0.035033102,0.019089141,0.043030861,0.209880323,0.060305316,0.342091861,14,0.206466488
SNES,2017,0.764131717,2.232484465,1.460032178,0.083664057,0,-0.877584818,0.392394757,4.406137022,-0.045478923,0.172047624,0.283492438,3,-0.655799623
IRTC,2017,0.768935496,4.891273513,8.979792818,0.255237637,0,-0.192859235,0.059527772,0.135368342,-0.027793845,0.034396761,0.069755039,3,0.537473467
SPNS,2017,0.191283099,5.923236562,1.998826826,0.209520929,1,0.073979107,0.046521641,0.118706212,-0.028539769,0.082980255,0.117753647,26,0.245173227
THRM,2017,0.116789015,6.783783759,1.694231694,0.16376294,0,0.171468353,0.004890048,0.08350655,0.21120777,0.123417911,0.321141492,25,0.076376417
BBSI,2017,0.240534224,6.525740549,1.559730236,0.006435306,1,0.051859015,0.011468193,0,-0.2610768,0.004180312,0.063604328,25,0.094988496
SEMFF,2017,0.193463031,7.160226149,1.191963453,0.135427074,0,0.103286819,0.036282786,0,0.008879725,0.26869287,1.174548361,17,-0.196431581
BL,2017,0.255350614,6.088781802,4.273456056,0.001002531,0,-0.032711552,0.001383905,0.134857737,-0.1262577,0.05686303,0.048339246,4,0.437838584
ZTO,2017,0.425834113,8.28642943,3.008172603,0.009679479,0,0.160557835,0.019953197,0,-0.107112115,0.144397911,0.288359257,3,0.423739393
QTNA,2017,0.557986686,5.359901528,2.188744923,0.018537498,0,0.009087746,0.000668404,0.338780556,0.062862005,0.059227847,0.097111479,3,0.36639317
SUBCY,2017,0.144021072,8.954764017,0.873131605,0.036502382,0,0.133717252,0.001721389,0.004340626,-0.031427944,0.168696011,0.946699033,25,0.1174475
LBY,2017,0.034432037,6.575409118,1.137585045,0.535930143,1,0.103280775,0.015629943,0.003820897,0.174336588,0.11792443,0.958235679,25,-0.013883272
GDS,2017,0.143351204,7.61099288,1.971637771,0.506006337,0,0.035094588,0.008820769,0.004492754,-0.140996088,0.37159002,0.694686833,3,0.633243474
FLIR,2017,0.184727828,7.940949015,2.651057599,0.149708223,1,0.144444215,0.004295043,0.094829913,0.168395595,0.033136348,0.202902749,25,0.083184782
YUMC,2017,0.296504809,8.357728417,3.959065072,0.006802721,1,0.26202205,0.001222556,0.000699888,-0.112362186,0.159981234,0.801313629,6,0.058056872
SHLO,2017,0.01443622,6.427431378,1.002068275,0.295986149,0,0.113776163,0.010231,0,0.112686576,0.088251698,1.136746403,25,-0.022374966
YPF,2017,0.082405593,10.20678172,1.029254334,0.377805445,1,0.1408631,0.069669747,0.001775984,-0.043719996,0.203951295,2.032131477,25,0.01477976
SIM,2017,0.160140509,7.748770588,0.912359276,0.000641645,0,0.108303719,0.006489699,0,0.25428771,0.115988994,0.755316726,25,0.094977844
CGEAF,2017,0.049582303,8.58454899,1.497759688,0.482432811,1,0.187509115,0.002696197,0,-0.102646783,0.137158728,0.911569298,24,0.023133217
BCO,2017,0.237580076,8.026039467,2.19523794,0.404203164,1,0.137534318,0.007637711,0,-0.024055432,0.128382795,0.590567394,57,0.108058002
KTEC,2017,0.086583579,4.680630101,1.472206829,0.04234129,0,0.103340195,0.032996489,0.0821584,0.283054211,0.0541924,0.47948775,25,0.164966992
SHI,2017,0.240959074,8.709852628,1.301069272,0.015367805,1,0.208311663,0.02949557,0.000462607,-0.014209014,0.137458269,1.204688975,25,0.280169411
RHUHF,2017,0.053738296,6.296495872,3.852085791,0.007912772,1,0.189755412,0.003189159,0,0.499300676,0.043577369,0.228276273,24,0.116133968
TLF,2017,0.24477074,4.316354137,1.164336248,0.098404859,0,0.121697924,0.034294739,0,0.433758259,0.047467129,0.363331776,24,-0.007271719
MCRI,2017,0.087781214,5.805396983,2.594414656,0.078894988,0,0.16803428,0.010689698,0,-0.067852701,0.192967506,1.350104039,25,0.063096686
INOD,2017,0.238286228,3.868509893,1.085126277,0.017317374,0,-0.033778279,0.043810676,0.0180538,-0.035052537,0.097595622,0.594994882,25,-0.034007674
CNDT,2017,0.08836778,8.929037906,0.983003498,0.273052464,1,0.088897721,0.000332691,0.002158751,0.089427663,0.070614732,0.142554319,6,-0.07225389
BLDP,2017,0.339164795,5.179854725,4.745435474,0.038731939,0,0.006512549,0.047629859,0.206302355,0.017578818,0.036868798,0.353681532,24,0.422399437
BWA,2017,0.055713352,9.188871557,1.720670662,0.223578814,1,0.166475949,0.002403919,0.041584603,0.058512812,0.104622175,0.43478483,25,0.080288833
FLL,2017,0.114764965,5.15609114,1.214294781,0.575542554,0,0.08643975,0.001038323,0,-0.070686226,0.11281667,0.957477592,25,0.104629021
SPTN,2017,0.007620889,7.628418886,1.122075711,0.364798178,1,0.103359913,0.009366119,0,0.240314584,0.085266687,0.575372471,25,0.05087296
PFGC,2017,0.002129282,8.243834711,1.633836808,0.398464814,0,0.093767251,0.001615954,0,0.182303304,0.08162246,0.338108883,25,0.040795291
YUMA,2017,0.001511541,4.506851485,0.896290834,0.312800653,1,0.052462598,0.204640946,0,-0.101273225,0.174886359,2.032131477,2,0.72233128
ARWR,2017,0.630722347,4.644602415,2.862940532,0.024360231,0,-0.310568918,0.234381251,1.382195619,-0.15772625,0.071061891,0.21728096,25,4.508994958
KOF,2017,0.067457319,9.585074208,1.576447907,0.29179814,1,0.133773503,0.011782031,0,-0.067236778,0.114593166,0.437557172,25,0.203719176
JAGGF,2017,0.117346022,5.213189669,0.845237183,0.095411016,0,0.167792725,0.010341626,0,-0.04040745,0.122681417,2.032131477,14,-0.126996242
ARRS,2017,0.067081553,8.939090154,1.208442737,0.288526869,0,0.099084803,0.004445435,0.081503183,0.061491107,0.070588124,0.097113856,25,-0.031442713
SQM,2017,0.232160663,8.36549457,4.127897278,0.281308801,1,0.211321492,0.018346627,0,0.167404677,0.078869736,0.985289914,33,0.112410935
ENRFF,2017,0.106675954,7.664159848,1.105630521,0.215906115,1,0.090789364,0.004543884,0,0.072229351,0.0522871,0.397043652,24,0.373916066
MAR,2017,0.015992985,10.08364009,2.879473985,0.343995323,1,0.122598964,0.028165317,0,-0.152246534,-0.000626357,0.120678136,25,0.340850515
BDC,2017,0.146098552,8.253387268,1.470855103,0.406379919,1,0.111106743,0.000549725,0.056236951,0.034378627,0.060710621,0.236306548,25,0.015960492
BYD,2017,0.048609134,8.452319681,1.607530565,0.656407586,1,0.119282405,0.007457401,0,-0.059416167,0.067713346,1.032930496,24,0.091452928
COST,2017,0.15899524,10.50086695,2.942234806,0.1936611,1,0.149393347,0.000582768,0,-0.163892481,0.097504608,0.779734228,25,0.08681003
ZARFF,2017,0.029135124,4.945577527,0.93915035,0.294986909,0,0.053802152,0.070098561,0,-0.012216119,0.128173203,2.032131477,24,-0.080853885
PTEN,2017,0.007436894,8.658494123,1.197299526,0.150513053,1,0.092604677,0.028703388,0,0.027397282,0.372189025,1.474257735,25,1.573175552
IPOOF,2017,0,5.780104423,0.819390104,0.13863178,0,0.051230261,0.058392104,0,-0.02971034,0.204992078,1.275317873,2,1.450227605
INCY,2017,0.507971052,7.741786381,8.979792818,0.010423516,0,-0.077274121,0.136985961,0.863394861,-0.017453016,0.069938009,0.145239996,25,0.389336712
NYNY,2017,0.013305088,6.724118458,1.730318731,0.56442508,1,-0.034124854,0.02079086,0,-0.109924084,0.004119014,0.05137713,24,-0.023764343
ROCK,2017,0.224211583,6.899102955,1.519416776,0.211846054,0,0.125077543,0.007745429,0.002938441,0.07005452,0.00606727,0.258916566,25,-0.020896227
ITRI,2017,0.083719228,7.652615491,1.882068631,0.291611174,0,0.109298164,0.018361055,0.084222204,0.078643134,0.059449317,0.28919254,25,0.002489089
BTE,2017,0,8.383001238,0.765048342,0.385699723,0,0.097529775,0.095207546,0,-0.015062975,0.141433509,1.891065666,23,0.411414684
WRD,2017,8.14E-05,7.92952252,1.257960538,0.277382384,1,0.106090853,0.037321209,0,-0.07965948,0.575590192,1.098855693,3,2.354643401
CNTY,2017,0.275396906,5.616320087,1.320725709,0.206322123,0,0.085711375,0.019481988,0,-0.09392235,0.093634948,0.790341827,25,0.106547251
UFPI,2017,0.027367809,7.289390019,1.91663011,0.117332354,1,0.159763552,0.00089327,0,0.355133589,0.079904989,0.521002924,25,0.216229136
MACE,2017,0.078275034,2.456507175,2.251667798,0.09473594,0,0.024176955,0.01960473,0,0.300325789,0.052897805,0.275891632,25,0.102606583
NFX,2017,0.065712558,8.509362612,1.985426053,0.49062689,0,0.198347107,0.189612311,0,-0.080225761,0.346301149,2.032131477,25,0.200407609
ICHR,2017,0.124271093,6.323792494,1.753439582,0.334843747,0,0.125199934,0.000338284,0.012043141,0.111046758,0.067918391,0.084338084,3,0.616504866
TEO,2017,0.109432492,8.034116643,2.901036003,0.182104018,1,0.335295889,0.02478401,0,-0.174532723,0.114712913,1.280006277,24,0.033054937
FWRD,2017,0.005660767,6.533375962,2.684341734,0.059540566,1,0.217716325,0.001115289,0,0.143543265,0.089090555,0.580523065,25,0.120389199
SCHN,2017,0.007803974,6.839214091,1.399345117,0.155419784,1,0.108543462,0.016246737,0,0.16535708,0.095504709,1.228505336,24,0.247717078
VIAV,2017,0.685998579,7.654680165,1.571580194,0.454915897,0,0.049372187,0.010377708,0.167981267,-0.004548685,0.031224828,0.217389244,24,-0.104711464
EMN,2017,0.011938246,9.680281499,1.489826754,0.408775548,1,0.139758735,0.006644744,0.022515447,0.060628789,0.078442403,0.773173323,25,0.060057726
THERF,2017,0.302287175,4.334607405,7.489352644,0.120833606,0,-0.119352513,0.165098101,0.276595745,-0.09303362,0.026528606,0.029508345,23,0.156236513
HAIN,2017,0.050149022,7.983134423,1.915387438,0.255926777,0,0.086652674,0.022074126,0.00355717,0.132132807,0.024301082,0.2095579,24,-0.011181566
STCN,2017,0.43572297,5.639414606,1.267913174,0.213520892,0,-0.03404219,0.025441919,0,-0.049332025,0.036164495,0.477987757,24,-0.048805833
APEN,2017,0.279779206,4.691907359,1.430186776,0.305526265,0,-0.116650315,0.026891417,0.129046805,0.011553167,0.109727584,0.124178212,2,-0.008602084
MLM,2017,0.160840949,9.104147399,2.025058287,0.338109233,1,0.111625996,0.012479101,0,0.054554284,0.075231823,0.722608735,24,0.038453693
TSCO,2017,0.038046981,7.961638297,3.770430889,0.161125207,1,0.297066791,0.011948795,0,0.242963445,0.134450003,0.729838129,24,0.070329293
ALB,2017,0.146734158,8.95554773,2.349969633,0.237056644,1,0.112615105,0.018137568,0.027451386,0.017976919,0.052693203,0.532119252,25,0.147457253
ARTX,2017,0.047157168,4.757015353,1.19424088,0.136694789,0,0.059588653,0.010842139,0.030803359,0.172090586,0.079159436,0.205647863,24,0.06181165
PBEGF,2017,0.152404309,4.514545014,0.899554666,0.160199702,0,0.159389507,0.12574116,0,-0.07786634,-0.025127004,1.711044933,19,0.534037251
ARCAY,2017,0.098968408,8.087878735,1.246635991,0.25504643,1,0.082809385,0.006592992,0,0.027519866,0.019572776,0.089828609,25,0.101704479
WRK,2017,0.012116864,10.13018478,1.228962693,0.261261908,1,0.089664793,0.005969275,0,0.046916976,0.060691937,0.545358524,24,0.048540058
BCRX,2017,0.660179851,5.183237549,3.240734044,0.306980293,0,-0.309701053,0.159749999,2.658699277,-0.376575657,0.004140043,0.083434777,24,-0.044283383
TV,2017,0.150557177,9.624685403,1.433719893,0.442793055,1,0.120013675,0.000332691,0,-0.028493123,0.12792022,0.572138034,26,0.027823968
ZEUS,2017,0.004980485,6.403835753,0.939702214,0.32634675,1,0.07028625,0.018884734,0,0.50645692,0.033014543,0.623528944,24,0.261184552
NNBR,2017,0.15216647,7.296415303,1.186361112,0.547855157,1,0.058712423,0.027199483,0,0.09790692,-0.106748257,0.251964911,24,-0.256386415
CPRT,2017,0.105977248,7.592114458,5.467443255,0.319312828,0,0.272163293,0.002582103,0,0.037835038,0.111335127,0.704186278,24,0.141536633
SCSC,2017,0.034216317,7.449092455,1.042670356,0.057607418,0,0.069646622,0.005847726,0,0.329367987,0.020829272,0.063219351,24,0.007897801
RVLT,2017,0.005551182,5.137173961,0.96701646,0.313797479,0,0.001174853,0.036309598,0.024371028,0.196200524,0.034640554,0.029508345,24,-0.115087642
BIIAF,2017,0,5.767505038,0.759019075,0.039260147,0,0.010890132,0.031828189,0.030784617,0.378393002,0.01718902,0.308657999,19,0.138312894
BHC,2017,0.021255034,10.53201621,1.037260928,0.678720964,0,0.090700589,0.002694866,0.041953232,-0.008507347,0.084886791,0.075552711,24,-0.098201364
LMNR,2017,0.001451195,5.826091549,1.549996903,0.310039495,1,0.054236928,0.00194357,0,-0.002908289,0.078936734,0.97257183,9,0.085160436
GPIC,2017,0.168627028,4.42368428,1.333797106,0.079925183,1,0.121422491,0.016372574,0.018820873,0.120175533,0.118424997,0.641655576,24,-0.018712183
STN,2017,0.0637481,8.263822364,1.544115726,0.190574351,1,0.095081038,0.008522193,0,0.053466979,0.028219743,0.099899508,24,0.102938685
MIICF,2017,0.080718436,9.155356064,1.388977395,0.399894348,1,0.136397253,0.000332691,0,-0.107131537,0.090015848,0.743581616,25,-0.055098308
VET,2017,0.011713562,8.287771222,2.015231561,0.324960597,1,0.15665421,0.036381329,0,-0.037238315,0.206794525,1.734271119,23,0.236395106
NKTR,2017,0.581944952,6.232184721,8.979792818,0.667881132,0,-0.062415253,0.079736939,0.872445249,-0.050062295,-0.003323075,0.31944166,24,0.860000242
DVCR,2017,0.021030143,5.121395207,1.347036445,0.523175528,1,0.105085069,0.025795798,0,0.029044752,0.176816714,0.880526828,24,0.349082178
STKR,2017,0.22513089,2.256541154,1.484097199,0.155602094,0,0.136858639,0.074908437,0.043002874,0.085340314,0.078324607,0.356020942,23,0.092212989
RKIGF,2017,0.089310949,3.971668324,0.636246302,0.130047293,1,0.124225124,0.088971131,0,0.242420817,0.012624121,1.054151829,23,-0.15083302
SYPR,2017,0.142489721,4.045766875,1.220981853,0.186527863,0,-0.110226577,0.107084145,0.000461759,0.179074447,-0.375277753,1.086221678,24,-0.103521902
SSD,2017,0.162419532,6.944591421,2.733795251,0.00352956,1,0.166268121,0.002740879,0.010849262,0.268848016,0.096687013,0.552206553,24,0.135203059
STLJF,2017,0.003600264,7.487722563,2.33608775,0.255120438,1,0.133962866,0.0033736,0,0.432779202,0.029124066,0.329441539,15,0.025995551
AKO.B,2017,0.07088745,8.142866511,1.96912852,0.324974315,1,0.159824716,0.013010689,0,-0.044539298,0.104650483,0.632336763,24,0.130570773
FDP,2017,0.009071524,7.925482839,1.201287191,0.129242112,1,0.085836134,0.033006396,0.000807656,0.217174455,0.060284072,0.806136832,24,0.018546678
MATW,2017,0.02562316,7.716304441,1.404410756,0.405912016,1,0.096024367,0.00622861,0.010795667,0.112450543,0.050678302,0.254328851,27,0.023738504
MLR,2017,0.069017583,5.759652281,1.285124733,0.033432313,1,0.118797244,0.003457071,0.003158831,0.327322074,0.084501226,0.450425233,23,0.023259954
ADTN,2017,0.15328489,6.505924558,1.658014793,0.039904707,1,0.080274222,0.002608878,0.195582546,0.304492343,0.04129913,0.506541682,24,0.047298836
AMED,2017,0.106164611,6.7013238,2.567304685,0.109210775,0,0.170672492,0.019129236,0,0.011962158,0.023860393,0.218733789,24,0.072325168
DAR,2017,0.021563362,8.508803093,1.149292517,0.34572715,0,0.088098664,0.003821038,0,0.05849795,0.134243404,0.548839554,24,0.077730153
WVVI,2017,0.230773097,4.089248265,1.227242064,0.149928805,1,0.08680794,0.023525171,0,0.171320881,0.124030488,0.750582126,23,0.073564994
RS,2017,0.01992001,8.955577146,1.201536821,0.245310283,1,0.110669591,0.003044085,0,0.282957038,0.044807122,0.395252226,24,0.128590336
TIXC,2017,0.364560381,2.643973795,0.550580709,0.014215651,1,0.057857701,0.07324847,0,-0.08280617,0.024024451,0.281683133,24,-0.18539852
FBR,2017,0.172410655,9.365840084,1.320281396,0.488893907,1,0.125675288,0.012226123,0,-0.049899781,0.114973992,0.771048728,20,0.199231601
SSYS,2017,0.238275775,7.229657602,0.955053278,0.023399891,0,0.034891103,0.001111845,0.143989335,0.089040043,0.059424533,0.257364015,24,-0.006091087
KNX,2017,0.022455821,8.946822903,1.331145932,0.126363289,1,0.057103574,0.129405322,0,0.018366638,0.247597236,0.37055567,24,1.169391092
CVTI,2017,0.023636688,6.476461463,1.356212558,0.329091167,0,0.161008392,0.005687473,0,0.101187068,0.142124901,1.002031807,24,0.051227837
FTI,2017,0.24084957,10.24933357,1.04144008,0.136394032,1,0.066275824,0.004809091,0.014139697,-0.12948057,0.074930211,0.205896609,18,0.712644019
MLLGF,2017,0.076847149,7.467746425,1.36659549,0.308440203,1,0.098339081,0.001192495,0,0.026876767,0.048321287,0.885044301,24,0.099926671
SKYAY,2017,0.135589543,10.08414861,1.774027877,0.497939018,1,0.116335891,0.005710141,0,-0.14730448,0.074659202,0.211302786,23,0.059346494
STM,2017,0.2262163,9.177920481,2.464469125,0.175704989,1,0.173639087,0.035276029,0.155984186,0.091829356,0.311538064,2.001239541,24,0.197045748
USAP,2017,0.000644396,5.77216049,0.887303405,0.248148529,0,0.064554791,0.015238995,0,0.314754803,0.07800617,0.979619028,23,0.312165715
TWOC,2017,0.075336969,4.43942252,0.740941388,0.191912754,0,0.061374312,0.077797497,0,-0.036305266,0.365967944,0.987371055,23,0.016341711
FMX,2017,0.169245658,10.30785903,1.251915859,0.223175572,1,0.100001505,0.00497666,0,-0.039830703,0.081765306,0.317639724,20,0.209925949
TSEM,2017,0.334501646,7.422755577,2.385835679,0.199972037,0,0.255881346,0.011300017,0.048773526,0.007244095,0.24306317,1.568611272,24,0.110173059
CYD,2017,0.284744524,8.080223484,0.906375785,0.077393338,1,0.080068917,0.005295515,0.037490214,0.029495767,0.045895067,0.384099778,24,0.266849106
NSIT,2017,0.039406088,7.895678436,1.196758034,0.235561508,0,0.088559906,0.000984526,0,0.260100065,0.027513627,0.152786047,23,0.222059004
TRK,2017,0.056472827,7.279787691,0.899561612,0.156556925,1,0.085398572,0.000332691,0,-0.032621253,0.022596989,1.205022472,23,-0.11435383
ACIW,2017,0.037445498,7.529212561,2.015230122,0.368346924,0,0.126775922,0.017769046,0.133686978,0.016291558,0.066006352,0.098172632,23,0.018385186
STRT,2017,0.030546483,5.612083766,1.020318106,0.109603455,1,0.091774626,0.02570418,0.011022584,0.192715754,0.1683436,0.918911711,22,0.039624432
DLTR,2017,0.06721444,9.700930635,2.119535723,0.347644005,0,0.161723648,0.008872612,0,0.037923687,0.07308606,0.391408699,24,0.073665972
BIRDF,2017,0.184856892,6.578935885,1.378593501,0.114317986,1,0.037053349,0.0147205,0,-0.058900514,0.03748404,0.16744168,24,-0.107825933
RDI,2017,0.032458998,6.047433643,1.487096301,0.308550775,0,0.087219225,0.00898579,0,-0.143494726,0.258151981,1.206679968,23,0.021954132
ABC,2017,0.068951257,10.47210471,1.50831094,0.107419853,1,0.069123471,0.005431562,0,-0.140160696,0.025410014,0.087528708,23,0.042861106
PCMI,2017,0.012310673,6.606990669,0.985134792,0.34039084,0,0.047762113,0.025165684,0,-0.022738203,0.052822552,0.203518532,23,-0.025393819
TAIT,2017,0.239551854,2.607640374,0.823014454,0.036854131,1,0.073266013,0.187676586,0,0.356895408,0.017689983,0.569617454,23,0.102241504
CBZ,2017,0.028403434,7.070070538,1.265723272,0.154473909,0,0.0761092,0.001738494,0,0.068454241,0.028502054,0.087039025,23,0.069399574
HLIT,2017,0.113282119,6.230597583,1.252694667,0.259210052,0,-0.060040271,0.04468314,0.267910877,-0.054851897,0.021277056,0.283126566,23,-0.117427219
RMD,2017,0.236972201,8.151473755,3.906320465,0.310974497,1,0.165478204,0.002511638,0.069901008,0.133182566,0.047281423,0.245219313,23,0.124012829
SBGI,2017,0.14657534,8.822391456,1.336385407,0.596752583,1,0.112545121,0.025959625,0.003657487,-0.000889974,0.053036862,0.219123528,23,-0.001034363
SCKT,2017,0.170242772,2.988405498,1.396362446,0.002669487,0,0.137554145,0.000332691,0.163205863,0.15875894,0.010577214,0.146267755,23,0.023956129
GLOW,2017,0.255835062,2.735924738,1.243879668,0.101335581,1,0.062694502,0.020804336,0.077572809,-0.055627593,-0.069696577,0.73307832,22,-0.229940681
DISH,2017,0.0665241,10.30138295,1.515100466,0.544202739,0,0.095216104,0.012471315,0.00229304,-0.118347608,0.032231865,0.196708236,23,-0.046585452
HA,2017,0.161285754,7.958517811,1.375302614,0.199547106,1,0.216970513,0.00653836,0,-0.227665201,0.141718164,0.839494012,23,0.099995919
PLAY,2017,0.015701361,7.087598768,2.496020434,0.305964763,0,0.22418987,0.001886718,0,-0.110033165,0.258290101,1.003136931,23,0.133942127
SYX,2017,0.334602829,6.312460499,2.854039499,0.000641645,1,0.138737758,0.07624343,0,-0.011244106,-0.036634022,0.120420747,23,-0.246830546
WAB,2017,0.035471384,8.791786985,1.761579917,0.284275636,1,0.092854538,0.004149729,0.024516224,0.06966313,0.03298855,0.155934517,23,0.32429445
TK,2017,0.059763332,8.998685201,1.00660773,0.565733413,1,0.091916687,0.0051105,0,-0.125531036,-0.376975362,0.809803153,22,-0.192494618
DIT,2017,0.003967983,4.881323558,0.98614089,0.24323053,1,0.062774553,0.037727355,0,0.561132409,0.032290126,0.293994917,22,-0.002576704
AAWW,2017,0.061642688,8.508245682,0.938153052,0.449402901,0,0.083310497,0.003577129,0,-0.092116134,0.15282571,0.949326218,23,0.172226761
KFRC,2017,0.000986198,5.951433906,2.380364893,0.309962946,1,0.194075524,0.004612626,0,0.419842104,0.017681315,0.186219764,23,0.028971604
IART,2017,0.054475553,8.074417728,1.868703701,0.573339972,0,0.080854008,0.026877653,0.053402691,0.092891973,0.051357459,0.152334429,23,0.197727994
BREW,2017,0.002761917,5.345377464,2.144650038,0.158836465,0,0.062260002,0.004795646,0,0.178527645,-0.134532549,0.857415437,23,0.01604389
ASML,2017,0.180711558,9.993132259,3.809266143,0.166258131,1,0.154651469,0.029752724,0.139150289,0.130619246,0.052130372,0.188713172,23,0.517928339
BTN,2017,0.082522791,4.077774704,1.388726404,0.047243027,0,-0.007862541,0.082624658,0,0.147287084,0.050581218,0.332226251,23,-0.047315551
